candidate_id,seed,dialect,rows,nll,predicted_tokens,characters,nll_per_token,perplexity,bits_per_character
wordpiece_natural_32k,1701,BAR,200.0,9915.481689453125,1426.0,5873.0,6.953353218410326,1046.6535082404027,2.435725568091154
wordpiece_natural_32k,1701,CHI,200.0,13805.978862762451,1858.0,7386.0,7.430559129581513,1686.7504218123358,2.696698786884002
wordpiece_natural_32k,1701,KHU,158.0,6923.335186004639,1060.0,3841.0,6.531448288683621,686.3915851375549,2.6004325277950957
wordpiece_natural_32k,1701,KIS,200.0,10655.549495697021,1392.0,5435.0,7.654848775644412,2110.855882297222,2.828465209823181
wordpiece_natural_32k,1701,MYM,200.0,9875.118835449219,1408.0,5946.0,7.01357871835882,1111.625589871753,2.3960284177752746
wordpiece_natural_32k,1701,NAR,200.0,10837.15829372406,1487.0,5740.0,7.287934293022233,1462.5463823379528,2.723817861965924
wordpiece_natural_32k,1701,NOA,200.0,11632.508199691772,1559.0,5952.0,7.4615190504758,1739.7888781941747,2.819583651343334
wordpiece_natural_32k,1701,NSD,200.0,12765.396613121033,1683.0,6984.0,7.584905890149158,1968.2613924304474,2.6369665505055107
wordpiece_natural_32k,1701,RAJ,91.0,5124.502872467041,670.0,2671.0,7.648511749950807,2097.521628712326,2.767912722249887
wordpiece_natural_32k,1701,RAN,200.0,10673.212513923645,1468.0,5509.0,7.270580731555617,1437.3849455005168,2.795097252530708
wordpiece_natural_32k,1701,STD,126.0,6327.0528354644775,890.0,3783.0,7.109048129735368,1222.9828708408984,2.4129018633801365
wordpiece_natural_32k,1701,SYL,200.0,11784.930703163147,1617.0,5901.0,7.288145147287042,1462.854798994491,2.8812169263978236
wordpiece_natural_32k,1701,TAN,200.0,11081.364514350891,1517.0,6153.0,7.304788737212189,1487.4056951807058,2.598249574376234
wordpiece_natural_32k,2903,BAR,200.0,9831.995449066162,1426.0,5873.0,6.894807467788333,987.1356511071788,2.415217278462559
wordpiece_natural_32k,2903,CHI,200.0,13723.244960784912,1858.0,7386.0,7.386030657042472,1613.289686803588,2.6805385120266516
wordpiece_natural_32k,2903,KHU,158.0,6876.00129699707,1060.0,3841.0,6.48679367641233,656.4153055861542,2.582653728800769
wordpiece_natural_32k,2903,KIS,200.0,10598.102660179138,1392.0,5435.0,7.613579497255128,2025.5154639664124,2.8132162190749908
wordpiece_natural_32k,2903,MYM,200.0,9808.560415267944,1408.0,5946.0,6.966307113116438,1060.299943999923,2.3798791573102682
wordpiece_natural_32k,2903,NAR,200.0,10801.974635124207,1487.0,5740.0,7.264273460070078,1428.3474991940893,2.7149747801223105
wordpiece_natural_32k,2903,NOA,200.0,11573.33710861206,1559.0,5952.0,7.423564534068031,1674.9934504426533,2.805241272367412
wordpiece_natural_32k,2903,NSD,200.0,12740.173927307129,1683.0,6984.0,7.569919148726755,1938.9835059358297,2.6317562636009253
wordpiece_natural_32k,2903,RAJ,91.0,5078.420686721802,670.0,2671.0,7.579732368241495,1958.1048442126596,2.7430222165037317
wordpiece_natural_32k,2903,RAN,200.0,10633.934429168701,1468.0,5509.0,7.24382454303045,1399.435952053499,2.784811121092775
wordpiece_natural_32k,2903,STD,126.0,6285.759788513184,890.0,3783.0,7.062651447767622,1167.5367280548817,2.3971542360843854
wordpiece_natural_32k,2903,SYL,200.0,11700.795770645142,1617.0,5901.0,7.236113649131195,1388.6865469309557,2.860647353459465
wordpiece_natural_32k,2903,TAN,200.0,11080.655827522278,1517.0,6153.0,7.304321573844613,1486.710996008829,2.598083408445276
wordpiece_natural_32k,4307,BAR,200.0,9901.636514663696,1426.0,5873.0,6.943644119680012,1036.5406189549085,2.4323245183705766
wordpiece_natural_32k,4307,CHI,200.0,13858.783407211304,1858.0,7386.0,7.458979228854307,1735.3757314595728,2.7070130103354995
wordpiece_natural_32k,4307,KHU,158.0,6930.757616043091,1060.0,3841.0,6.538450581172727,691.2147667353428,2.60322042235584
wordpiece_natural_32k,4307,KIS,200.0,10654.652885437012,1392.0,5435.0,7.654204659078313,2109.496682843221,2.8282272088708855
wordpiece_natural_32k,4307,MYM,200.0,9854.699085235596,1408.0,5946.0,6.999076054854826,1095.6203974855175,2.3910739151904474
wordpiece_natural_32k,4307,NAR,200.0,10853.30552482605,1487.0,5740.0,7.298793224496335,1478.5146153460607,2.727876316710685
wordpiece_natural_32k,4307,NOA,200.0,11649.66478729248,1559.0,5952.0,7.472523917442258,1759.0407612598394,2.8237422070977227
wordpiece_natural_32k,4307,NSD,200.0,12792.415643692017,1683.0,6984.0,7.600959978426629,2000.115041077579,2.642547910960033
wordpiece_natural_32k,4307,RAJ,91.0,5109.418775558472,670.0,2671.0,7.625998172475331,2050.826522277413,2.7597653048757644
wordpiece_natural_32k,4307,RAN,200.0,10676.802897453308,1468.0,5509.0,7.273026496902799,1440.904754349482,2.7960375009447818
wordpiece_natural_32k,4307,STD,126.0,6346.647434234619,890.0,3783.0,7.131064532847887,1250.2071453512078,2.42037451219692
wordpiece_natural_32k,4307,SYL,200.0,11796.39744758606,1617.0,5901.0,7.29523651675081,1473.2653116151212,2.884020352141609
wordpiece_natural_32k,4307,TAN,200.0,11125.886657714844,1517.0,6153.0,7.334137546285329,1531.706184427106,2.6086886895137154
wordpiece_balanced_32k,1701,BAR,200.0,9892.277500152588,1420.0,5873.0,6.966392605741259,1060.3905957002041,2.4300254882628316
wordpiece_balanced_32k,1701,CHI,200.0,13957.919956207275,1896.0,7386.0,7.361772128801306,1574.6245293900681,2.726377186832566
wordpiece_balanced_32k,1701,KHU,158.0,6907.929706573486,1060.0,3841.0,6.5169148175221565,676.488073350138,2.594646167790451
wordpiece_balanced_32k,1701,KIS,200.0,10707.869042396545,1399.0,5435.0,7.653944990991097,2108.9489849875044,2.8423531860080864
wordpiece_balanced_32k,1701,MYM,200.0,9942.72099685669,1410.0,5946.0,7.051575175075667,1154.676128115052,2.4124309241688056
wordpiece_balanced_32k,1701,NAR,200.0,10943.779954910278,1501.0,5740.0,7.290992641512511,1467.0262057971604,2.7506162142036765
wordpiece_balanced_32k,1701,NOA,200.0,11465.468315124512,1531.0,5952.0,7.4888754507671536,1788.0402215726363,2.779095141078574
wordpiece_balanced_32k,1701,NSD,200.0,12702.743637084961,1668.0,6984.0,7.6155537392595685,2029.5182716314098,2.6240242340931137
wordpiece_balanced_32k,1701,RAJ,91.0,5111.662431716919,666.0,2671.0,7.67516881639177,2154.1873171311972,2.7609771774378205
wordpiece_balanced_32k,1701,RAN,200.0,10690.693771362305,1469.0,5509.0,7.277531498544795,1447.410676224995,2.799675238265915
wordpiece_balanced_32k,1701,STD,126.0,6374.106258392334,893.0,3783.0,7.1378569522870485,1258.7279824576337,2.4308462831303004
wordpiece_balanced_32k,1701,SYL,200.0,11809.016600608826,1635.0,5901.0,7.2226401226965296,1370.1015260695629,2.8871055223646493
wordpiece_balanced_32k,1701,TAN,200.0,11078.379221916199,1514.0,6153.0,7.317291427949933,1506.11900820461,2.5975496123103907
wordpiece_balanced_32k,2903,BAR,200.0,9915.394199371338,1420.0,5873.0,6.982671971388267,1077.794358689788,2.435704076262936
wordpiece_balanced_32k,2903,CHI,200.0,14015.579860687256,1896.0,7386.0,7.392183470826612,1623.2465578014085,2.7376397996475403
wordpiece_balanced_32k,2903,KHU,158.0,6926.12272644043,1060.0,3841.0,6.534078043811726,688.1990024192746,2.601479539188741
wordpiece_balanced_32k,2903,KIS,200.0,10649.032098770142,1399.0,5435.0,7.611888562380373,2022.0933433359896,2.8267351976381
wordpiece_balanced_32k,2903,MYM,200.0,9921.714973449707,1410.0,5946.0,7.036677286134544,1137.6013959333977,2.4073341724368764
wordpiece_balanced_32k,2903,NAR,200.0,10914.698133468628,1501.0,5740.0,7.271617677194289,1438.8762085966043,2.743306771769201
wordpiece_balanced_32k,2903,NOA,200.0,11427.979433059692,1531.0,5952.0,7.464388917739838,1744.789012771495,2.7700082754462843
wordpiece_balanced_32k,2903,NSD,200.0,12681.469606399536,1668.0,6984.0,7.602799524220345,2003.7977304877527,2.6196296266232424
wordpiece_balanced_32k,2903,RAJ,91.0,5102.062385559082,666.0,2671.0,7.660754332671294,2123.3585433380726,2.7557918764328724
wordpiece_balanced_32k,2903,RAN,200.0,10662.923491477966,1469.0,5509.0,7.258627291680032,1420.3055332055042,2.7924027668422027
wordpiece_balanced_32k,2903,STD,126.0,6377.627477645874,893.0,3783.0,7.141800086949467,1263.701114817464,2.432189144762593
wordpiece_balanced_32k,2903,SYL,200.0,11873.501208305359,1635.0,5901.0,7.262080249728048,1425.2182654750673,2.902870922082911
wordpiece_balanced_32k,2903,TAN,200.0,11030.568740844727,1514.0,6153.0,7.285712510465474,1459.3005294221311,2.5863394800262482
wordpiece_balanced_32k,4307,BAR,200.0,9843.3939743042,1420.0,5873.0,6.9319675875381686,1024.5078065755074,2.4180173118074193
wordpiece_balanced_32k,4307,CHI,200.0,13941.849773406982,1896.0,7386.0,7.353296293991025,1561.3346728666113,2.7232382248731617
wordpiece_balanced_32k,4307,KHU,158.0,6871.236585617065,1060.0,3841.0,6.482298665676477,653.4713332908442,2.5808640840522137
wordpiece_balanced_32k,4307,KIS,200.0,10776.194809913635,1399.0,5435.0,7.702783995649489,2214.5045890826254,2.860489937794993
wordpiece_balanced_32k,4307,MYM,200.0,9928.522981643677,1410.0,5946.0,7.041505660740197,1143.1074435581802,2.4089860189992325
wordpiece_balanced_32k,4307,NAR,200.0,10996.13409614563,1501.0,5740.0,7.325872149330866,1519.098201564778,2.7637749354458787
wordpiece_balanced_32k,4307,NOA,200.0,11474.668769836426,1531.0,5952.0,7.494884892120461,1798.8176952854028,2.78132522346883
wordpiece_balanced_32k,4307,NSD,200.0,12804.363327980042,1668.0,6984.0,7.676476815335756,2157.006835428647,2.6450159614858695
wordpiece_balanced_32k,4307,RAJ,91.0,5120.760988235474,666.0,2671.0,7.688830312665877,2183.8186826765277,2.765891607377381
wordpiece_balanced_32k,4307,RAN,200.0,10694.765070915222,1469.0,5509.0,7.280302975435822,1451.4277054465451,2.8007414288041197
wordpiece_balanced_32k,4307,STD,126.0,6357.450134277344,893.0,3783.0,7.119205077578212,1235.4679418466878,2.424494258900555
wordpiece_balanced_32k,4307,SYL,200.0,11778.178503036499,1635.0,5901.0,7.203778900939755,1344.5019162242236,2.8795661272726236
wordpiece_balanced_32k,4307,TAN,200.0,11131.485857009888,1514.0,6153.0,7.352368465660428,1559.886694165289,2.6100015348015275
unigram_balanced_32k,1701,BAR,200.0,10526.830642700195,1513.0,5873.0,6.957587999140909,1051.095254621735,2.585902667206122
unigram_balanced_32k,1701,CHI,200.0,14436.024171829224,1973.0,7386.0,7.316788733821198,1505.3620812893073,2.8197644845452516
unigram_balanced_32k,1701,KHU,158.0,7381.302282333374,1118.0,3841.0,6.602238177400156,736.7423052628304,2.7724468102121183
unigram_balanced_32k,1701,KIS,200.0,11069.022811889648,1506.0,5435.0,7.349948746274667,1556.1167690117384,2.9382197457589707
unigram_balanced_32k,1701,MYM,200.0,10242.315124511719,1475.0,5946.0,6.943942457296081,1036.8499041455357,2.485122306988746
unigram_balanced_32k,1701,NAR,200.0,11118.618535041809,1567.0,5740.0,7.0954808774995595,1206.5024038745864,2.7945602477423224
unigram_balanced_32k,1701,NOA,200.0,11926.921566009521,1608.0,5952.0,7.417239779856668,1664.4329600199221,2.890946000731446
unigram_balanced_32k,1701,NSD,200.0,13007.987920761108,1784.0,6984.0,7.291473049753985,1467.7311465930097,2.6870789898662073
unigram_balanced_32k,1701,RAJ,91.0,5360.225099563599,729.0,2671.0,7.352846501458983,1560.6325541064632,2.895234058101443
unigram_balanced_32k,1701,RAN,200.0,10986.558588027954,1542.0,5509.0,7.124875867722409,1242.493923881251,2.8771562155353028
unigram_balanced_32k,1701,STD,126.0,6699.522090911865,946.0,3783.0,7.081947241978716,1190.2840343809257,2.5549477390654527
